index,Image Name,AI generated Summary,Author Summary,Cosine_Similarity Score,ROUGE-WE,BertScore,BLEU Score,METEOR Score
0,01.jpg," The table shows the number of posts and comments on the Facebook pages of two public health organisations.

NSW Health has posted 431 times and received 13,990 comments.

The Victorian Department of Health has posted 334 times and received 247 comments.

In total, the two organisations have posted 765 times and received 14,237 comments.",We used a self-developed Python app and collected a random sample of 765 posts and their linked comments published from 1 January to the end of April 2020 on the NSW1 and VIC2 Department of Health Facebook page. Table 2 presents a summary of our initial Facebook dataset.,0.3646680511241154,0.78882873,0.8559837937355042,0.5185185185185185,0.7339901867679645
1,02.jpg, NSW Health has been made aware of a social media post that is being widely circulated warning people not to consume certain foods or visit certain locations in Sydney.,"To investigate official Facebook use against misinformation, we analysed 29 posts that directly addressed COVID-related uncertainties or misinformation. This targeted approach aimed to understand official strategies to counter misinformation during the pandemic. These posts aligned with the four major thematic areas of the COVID-19 infodemic identified by the ?Coronavirus Disease 2019 (COVID-19) Situation Report?85? (WHO, 2020). Table 3 showcases samples of these posts by Australian health agencies.",0.07423769343519653,0.79475445,0.8160008788108826,0.11471149595346299,0.8380131362889985
2,03.jpg," The table shows the role of interviewees and the number of participants. There are 18 participants in total. The roles of the participants are state public health COVID-19 communication director, state COVID-19 social media and design manager, multicultural health team leader, crisis management strategist, director of a local health district, public health assistant and community expert, members of the Aboriginal community working in the public health, nurse, general practitioner, and hospital scientist.","We conducted nineteen semi-structured interviews, averaging an hour each, with professionals from the health agencies whose Facebook activities we studied. These interviews, held online via Zoom, aimed to deepen our understanding of the topic, gauge the extent of the problem, comprehend the organisational approach to using Facebook against COVID-19 misinformation, and benefit from the experts' tactical knowledge. All interview participants held roles in the public health sector, as shown in Table 4. They were recognised for their exceptional academic and hands-on knowledge in the field, qualifying them as experts. Although our engagement with these experts significantly influenced our interpretation of the study's results, it's essential to clarify that only data from six informants were incorporated into this study. These six (rows i to vi in Table 4) were directly involved in managing and operating public health social media communication and were recognised as online community administrators.",0.40411953689185165,0.92897195,0.8437353372573853,0.20540438772582517,0.8538902455569123
3,04.jpg," The table shows the percentage of people in each category. The categories are gender, age, and marital status.

The majority of the people in the survey were female (85%), aged between 26 and 35 (36.7%), and single (35.8%).","A total of 120 participants (Mage = 30.98, SDage = 8.14) were recruited by Qualtrics (see Table 4). Participants were randomly assigned to one of the two priming conditions (maximisers = 60 and satisficers = 60). The priming task and shopping task were the same as in Study 1. In this study, participants were asked to shop and select a new footwear product using a real-world omnichannel retailer. Perceived omnichannel interaction quality and MTS were measured as advised in Study 1. Perceived content integration capability was measured using two items adapted from Sun et al. (2020), such as ?I trust my ability to process the information I gather from different channels?. Participants responded to all items using a seven-point Likert scale ranging from 1 (strongly disagree) to 7 (strongly agree).",0.24591595199012245,0.7558942,0.808329164981842,0.048310000265099705,0.7971804511278194
4,05.jpg," The table shows the results of a structural equation model. The model has three paths: SDMS -> CIC (a), SDMS -> OIQ (c'), and CIC -> OIQ (b). The path coefficients are shown in the column labeled ""β"". The standard errors of the path coefficients are shown in the column labeled ""SE"". The p-values of the path coefficients are shown in the column labeled ""p value"". The 95% confidence intervals of the path coefficients are shown in the columns labeled ""LLCI"" and ""ULCI"".

The path coefficient for the path SDMS -> CIC (a) is 0.600. The standard error of the path coefficient is 0.172. The p-value of the path coefficient is 0.01. The 95% confidence interval of the path coefficient is [0.260, 0.939].

The path coefficient for the path SDMS -> OIQ (c') is 0.312. The standard error of the path coefficient is 0.126. The p-value of the path coefficient is 0.014. The 95% confidence interval of the path coefficient is [0.062, 0.562].

The path coefficient for the path CIC -> OIQ (b) is 0.447. The standard error of the path coefficient is 0.064. The p-value of the path coefficient is 0.01. The 95% confidence interval of the path coefficient is [0.319, 0.575].

The index of the model is 0.268. The standard error of the index is 0.085. The 95% confidence interval of the index is [0.115, 0.445].","A one-way ANOVA was used for the manipulation check using the MTS measures. Results show that maximisers scored higher in the MTS compared to satisficers (Mmaximisers = 5.95, SD = 0.42, Msatisficers = 4.30, SD = 0.52, F[1,118] = 359.280, p < 0.001). Therefore, the significant results of the manipulation checks confirm the success of the priming method used in this study. To examine the proposed mediation pathway (H2), we used SPSS PROCESS macro model 4 (Hayes, 2017) with 5000 iterations. Shoppers? decision-making styles (coded as maximisers = 1 and satisficers = 0) served as the independent variable, while perceived content integration capability was the mediator variable, and perceived omnichannel interaction quality was the dependent variable. Results show that shoppers? decision-making styles had a positive effect on perceived content integration capability (? = 0.600, t = 3.497, p < .001), which in turn positively influenced perceived omnichannel interaction quality (? = 0.447, t = 6.945, p < .001). In line with H2, the indirect effect (ab) of shoppers? decision-making styles on perceived omnichannel interaction quality through perceived content integration capability was positive and significant. Thus, perceived content integration capability mediated the proposed relationship as the confidence interval excluded zero (? = 0.268, 95% CI = [0.115, 0.445]), as presented in Fig. 2 and Table 6.",0.3665021053410814,0.89867806,0.8045498132705688,0.4239766081871345,0.8644779519779515
5,06.jpg," The table shows the data for the variables used in the study. The sector is the services sector, the geographic location is Spain, the methodology is stratified random sampling, the universe of population is 3210 firms, the sample size is 950 firms (36.10% response), the sampling error is 5.0%, and the data collection period is June to October 2022.","Our study used stratified random sampling of 950 companies, establishing equal probability that any firm could be selected at any step during sampling. The companies were contacted by phone and e-mail to explain the study?s purpose and offer them the opportunity to receive the results once the study was finished. Analyzing the results in aggregate and promising confidentiality of responses increased the response rate (36.10%, 343 valid responses (see Table 4)) and reduced the possibility of desirability bias.",0.4529956424196279,0.9110577,0.8479355573654175,0.38076071806582323,0.8568304106439699
6,07.jpg," The table shows the mean, standard deviation, and p-value for each characteristic for early and late respondents. The p-value is used to test the null hypothesis that there is no difference between the means of the two groups. A p-value less than 0.05 is considered to be statistically significant.

For the characteristic ""Size"", the mean for early respondents is 1.18 and the mean for late respondents is 1.15. The p-value for this characteristic is 0.590, which is greater than 0.05. This means that there is no statistically significant difference between the means of the two groups for this characteristic.

For the characteristic ""Sector"", the mean for early respondents is 1.86 and the mean for late respondents is 1.91. The p-value for this characteristic is 0.668, which is greater than 0.05. This means that there is no statistically significant difference between the means of the two groups for this characteristic.

For the characteristic ""Annual Turnover"", the mean for early respondents is 1508.95 and the mean for late respondents is 1150.52. The p-value for this characteristic is 0.368, which is greater than 0.05. This means that there is no statistically significant difference between the means of the two groups for this characteristic.

For the characteristic ""Growth of Sales"", the mean for early respondents is 4.85 and the mean for late respondents is 4.94. The p-value for this characteristic is 0.647, which is greater than 0.05. This means that there is no statistically significant difference between the means of the two groups for this characteristic.

For the characteristic ""Market share"", the mean for early respondents is 4.71 and the mean for late respondents is 4.87. The p-value for this characteristic is 0.348, which is greater than 0.05. This means that there is no statistically significant difference between the means of the two groups for this characteristic.

For the characteristic ""ROI"", the mean for early respondents is 4.29 and the mean for late respondents is 4.31. The p-value for this characteristic is 0.922, which is greater than 0.05. This means that there is no statistically significant difference between the means of the two groups for this characteristic.

For the characteristic ""ROA"", the mean for early respondents is 4.21 and the mean for late respondents is 4.26. The p-value for this characteristic is 0.754, which is greater than 0.05. This means that there is no statistically significant difference between the means of the two groups for this characteristic.

For the characteristic ""ROS"", the mean for early respondents is 4.36 and the mean for late respondents is 4.49. The p-value for this characteristic is 0.457, which is greater than 0.05. This means that there is no statistically significant difference between the means of the two groups for this characteristic.

For the characteristic ""ROE"", the mean for early respondents is 4.89 and the mean for late respondents is 4.96. The p-value for this characteristic is 0.635, which is greater than 0.05. This means that there is no statistically significant difference between the means of the two groups for this characteristic.

In conclusion, there is no statistically significant difference between early and late respondents for any of the characteristics.","A comparative analysis of two groups of respondents was performed, the companies that returned the completed survey within three weeks of receiving it and the companies that returned the survey only after follow-up reminders. This test assumes that late respondents are similar to non-respondents (Armstrong & Overton, 1977). Comparing the characteristics of the firms with late vs. early respondents (Table 5) indicated no significant differences between early and late respondents.",0.3600112801234839,0.7548381,0.8003404140472412,0.37555982085732564,0.8273695913811079
7,08.jpg," | Designation | Type | No. of employees | Engagement in corporate sustainability |
|---|---|---|---|
| Company A | Industrial technology provider | +250 | Core activities related to the circular economy, anchored in the corporate culture |
| Company B | Industrial software provider | +400 | CO2 compensation, green power and electric vehicles |
| Company C | Glass manufacturer | +150 | Climate-friendly production and focus on recycling |
| Company D | Web design agency | +30 | Awareness of sustainability, but no action so far |","Table 3 shows the participating companies. Company A is an industrial technology provider with approximately 250 employees from various sectors, with a focus on engineering and software development. Their product relates to circular economy and recycling, and according to their own presentation, environmental sustainability is already embedded in their culture. Company B is an industrial software provider with approximately 400 employees who are mainly software developers due to their core B2B software product. Company B is making various sustainability efforts, such as offsetting its emissions, using green power, and switching to electric vehicles, but its employees have not been as involved in its sustainability strategy. Company C is a glass manufacturer with approximately 150 employees. The majority of these employees work in the production halls and often come from abroad or have little education. In administration, about 30 employees work in research and development, procurement, sales, marketing and process optimization. The company attaches great importance to the recycling and reuse of its glass products and environmentally compatible production, but is particularly interested in new approaches to creatively involve its employees and motivate them to adopt sustainable behavior. Finally, Company D is a web design agency with 30 employees, mainly software developers and UX designers. Environmental sustainability has gained importance for them as a key criterion of responsible and sustainable digitalization. However, the company is not yet engaged in efforts for sustainability.",0.4343697219925243,0.25826833,0.8433866500854492,0.12505156191329622,0.8869758019758021
8,09.jpg," The table shows the responses to three survey items. The items are:
- I am satisfied with Netflix's AI tool.
- I am happy with Netflix's AI tool.
- I think Netflix's AI tool did a good job.

The response options are:
- Strongly disagree
- Disagree
- Neither agree nor disagree
- Agree
- Strongly agree

The table shows that, for each item, the majority of respondents either agreed or strongly agreed. This suggests that the respondents were generally satisfied with Netflix's AI tool.",Survey Items for Satisfaction.,0.09255699998724932,0.6577749,0.830858051776886,0.34117647058823536,0.5924692190925958
9,10.jpg," The table shows the responses to a survey about the usefulness of Netflix's AI tool in deciding what to watch. The items in the survey are:
- ""I find this Netflix AI tool useful in deciding what to watch""
- ""Using this Netflix AI tool enables me to decide what to watch quickly""
- ""Using this Netflix AI tool increases my efficiency in deciding what to watch""

The respondents were asked to rate their agreement with each statement on a scale of 1 to 9, where 1 means ""Strongly Disagree"" and 9 means ""Strongly Agree"".

The results show that the majority of respondents find the Netflix AI tool useful in deciding what to watch. They also agree that the tool enables them to decide what to watch quickly and increases their efficiency in deciding what to watch.

Overall, the results of the survey suggest that the Netflix AI tool is a valuable tool for users in deciding what to watch.",Survey Items for Performance Expectancy.,0.047250510740500976,0.62271905,0.8206648826599121,0.3375,0.5475632117351862
