index,Image Name,AI generated Summary,Author Summary,Cosine_Similarity Score,ROUGE-WE,BertScore,BLEU Score,METEOR Score
0,Tables_5731/h103.png," Table 1 shows the descriptive statistics for the five constructs. The mean values for telepresence, attitude, imagination, and instrumental need for touch were above the midpoint of the scale (4), indicating that, on average, participants agreed with the statements for these constructs. However, the mean value for autotelic need for touch was below the midpoint, indicating that, on average, participants disagreed with the statements for this construct. The standard deviations for all constructs were less than 2, indicating that the data were relatively normally distributed.","0,""Despite the contribution of the IS/IT industry toward the economic and social welfare of society, IS/IT has often been criticized for having a negative environmental impact. Concerns surrounding the adverse effects both hardware and software have on the environment date back to the Y2K era which led to the massive adoption of enterprise systems (Miyamoto, Harada, & Fujimoto, 2001). These negative impacts include high levels of energy consumption, greenhouse gas emissions and toxic disposal of IS/IT systems (Muregesan, 2008). The disposal of electronic waste (e-waste) while following recycling processes has been widely viewed as not being environmentally friendly, especially the impact of fossil fuels or respiratory inorganics (Barba-Gutiérrez, Adenso-Diaz, & Hopp, 2008). Refurbished ICTs are often used in developing countries where devices tend to have a short life-span and subsequently create environmental damage during disposal (Osibanjo & Nnorom, 2007). Studies have argued that electricity is a major cause of climate change, as many power stations throughout the world still rely on fossil fuels to generate electricity (Asongu et al., 2020, Tamburini et al., 2015). Energy hungry technologies such as applications of blockchain in the form of bitcoin, has been widely criticized for producing over 22–29 million metric tonnes of carbon dioxide emission each year. These figures are comparable to the carbon dioxide production of entire countries such as Jordan and Sri Lanka (Marr, 2018, Stoll et al., 2019). Technologies such as the Internet of Things (IoT), sensors and actuators have a shorter lifespan which leads to increased waste in the environment (Chakraborty and Gupta, 2016, Chakraborty et al., 2014, Nižetić et al., 2020). Digital transformation initiatives such as smart cities have concerns surrounding ICT waste management, energy management and emission management which needs to be addressed for achieving long term sustainability and viability (Ismagilova, Hughes, Dwivedi, & Raman, 2019).From an IS/IT perspective, IoT and Artificial Intelligence (AI) could potentially offer solutions for reducing the impact of technology projects (Salam, 2020). High ICT-driven initiatives need to plan for sustainability by thinking from",0.2990337669190202,0.8641537,0.7817739248275757,0.027565394766203948,0.7983469145233849
1,Tables_5731/h104.png," Table 2 shows the frequency and percentage of respondents for each of the respondent characteristics. There were slightly more male (53.4%) respondents than female (46.6%). The majority of respondents were aged between 18 and 29 (19.8%), followed by those aged between 50 and 59 (22.1%). Most respondents (66.7%) had no previous experience of using a 360-virtual store.","1,""After the assessment of the measurement model, we examined the path coefficients and the coefficient of determination (R2) to determine the significance of the relationships proposed in the structural model. Following best practices, we use the SmartPLS® bootstrapping procedure using 5000 subsamples and a parallel process technique (Hair et al., 2017). Results show that both KMS (β = 0.482; t = 10.986) and KS (β = 0.128; t = 2.202) have a positive influence on the quality of care provided to patients (H1, H3). By extension, findings also suggest that the existence of KMS positively influence KS (β = 0.168; t = 2.035) (H2). Similarly, a competitive culture also positively influences the quality of care provided to patients (β = 0.105; t = 2.154) (H5). However, results show no statistically significant relationship between competitive culture and KS (H4). Therefore, H1, H2, H3 and H5 were supported. H4 was not supported. Table 7 presents the main structural model results."",International journal of information Management,Table 7. Structural model results.,,",0.2907114313528422,0.68848443,0.8041777014732361,0.07516751373250252,0.7927704361914889
2,Tables_5731/h105.png," Table 3 shows the discriminant validity of the five constructs. The discriminant validity is assessed by examining the cross-loadings of the items on the constructs. As can be seen from the table, the cross-loadings are all below the threshold of 0.40, which indicates that the constructs are discriminant.","2,""FsQCA requires the calibration of conditions and outcomes. Thus, datasets are transformed into fuzzy-set membership scores based on the theoretical and empirical knowledge of the researchers. All the conditions and the outcomes were measured using a 7-point Likert scale based on the average values of each latent variable (Ragin, 2008). This technique allows us to resize data based on thresholds defined in the literature (Fiss, 2011) into full non-membership, crossover point of maximum ambiguity in membership, and full membership (Ragin, 2008). We transformed variables that were measured on a Likert scale into fuzzy sets (Woodside et al., 2011) by applying the three levels from best practices in fsQCA, establishing the cuts at 0.95, 0.5, and 0.05, considering the range and distribution of each scale (Ragin, 2008, Pappas and Woodside, 2021). FsQCA uncovers how conditions combine into configurations that produce the outcome of interest by exploring how set memberships intersect (Renkema et al., 2016). Table 8 presents the descriptive statistics and calibration of the research conditions and outcomes."",,,,",0.3864817865467442,0.84171563,0.8308467268943787,0.048890940407814436,0.8071225071225072
3,Tables_5731/h107.png," Table 2 shows the frequency and percentage of each demographic characteristic in the sample. The sample is composed of 795 participants. The majority of the sample is between the ages of 18 and 24 (46%), female (51.2%), and has a bachelor's degree or equivalent (47.5%).","3,""After the calibration procedure and following best practices (Greckhamer et al., 2018), we examined the conditions for necessity and sufficiency. The analysis of the necessity indicates the degree of the effect of a condition on achieving a specific result. The necessity analysis shows that there are no necessary conditions for quality of care (consistency levels below the recommended threshold of 0.9 (Ragin, 2008)). Such results are aligned with the literature, suggesting that to generate quality of care, an interplay of several conditions is needed (Desveaux et al., 2019, Hannawa et al., 2021). When the distributions for membership of either the conditions, the outcome, or both, have a skew, the presence (or the absence) of necessary conditions might have flaws (Schneider & Wagemann, 2012). To overcome this problem, and since the set of the KS condition in this study has a skew toward high membership, we followed Schneider and Wagemann’s (2012) suggestion of reporting the relevance of necessity (RoN). The analysis shows that there are no necessary conditions for the outcome (Table 9)."",,,,",0.5151428006338071,0.701914,0.8036404252052307,0.037446360967393705,0.7723328523328523
4,Tables_5731/h108.png," The table shows the online streaming platforms used by the participants. The most popular platform is YouTube, which is used by 568 respondents. This is followed by Instagram (462 respondents), Facebook (Meta) (374 respondents), and TikTok (242 respondents). The other platforms are used by less than 100 respondents each.","4,""The sufficiency analysis indicates the degree of relation between the configuration of conditions as an explanation of a specific result or outcome (Fiss, Sharapov, & Conqvist, 2013). We adopted the 0.8 threshold for the sufficiency analysis, which is high enough to conclude the level of care is sufficient for the outcome (in this case, quality of care) (Ragin, 2006). The analysis identified limited diversity (no rows with no cases - truth table in Appendix A displaying symmetric consistency and proportional reduction in inconsistency analysis), resulting from no difference between the number of manifested versus hypothetical configurations (Pappas & Woodside, 2021). Such evidence reflects competitive pressures from the context that are likely to discourage undesirable configurations (Miller, 1986). Considering the setting and the outcome of this study, this result is more than comprehensible, and is desirable. FsQCA delivers three solutions. The core conditions are the ones that are both present in the intermediate and parsimonious solutions. In this study, all conditions are core conditions. Table 10 reports the intermediate solution for quality of care as recommended by best practices (Greckhamer et al., 2018, Ragin, 2008). The symbol “∼” prior to the conditions’ name represents its absence."",,,,",0.2917726854916455,0.83318627,0.8024246096611023,0.02661663183424242,0.7986777394940661
5,Tables_5731/h109.png," Table 5 shows the discriminant validity of the Fornell-Larcker criterion. The square root of the AVE of each construct is shown in bold on the diagonal, and the correlations between constructs are shown off the diagonal. As can be seen, the square root of the AVE of each construct is greater than the correlations between constructs, indicating that the constructs are discriminantly valid.","5,""The exploration of successive product generations within marketing and economics literature began with a primary focus on non-digital goods. Initial research delved into the cannibalization effect, emphasizing the negative impact of new product introductions on legacy models. Stokey (1979) identified a detrimental influence on the sales of previous versions of physical products, leading to subsequent studies revealing intricate pricing and positioning strategies for managing generational transitions. However, the realm of digital goods, marked by unique facets, has received limited scholarly attention. Feature intensity, characterized by the breadth and complexity of product features (Rathore and Ilavarasan, 2020, Sheng and Teo, 2012), has witnessed exponential growth with each new generation of digital devices. For instance, contemporary smartwatches now incorporate thousands of apps, biometric tracking capabilities, and a myriad of productivity features that were unimaginable even five years ago (Joung & Kim, 2023). Despite this surge in information intensity, research has yet to directly examine the impacts on consumer decisions and sales.The accelerated cadence at which new product generations are introduced, especially in categories like smartphones and laptops, poses challenges that warrant deeper investigation. This is particularly relevant for information-laden digital devices where capability layers expand exponentially each year (X. Fu et al., 2020, Fu et al., 2020). Leading brands adopt agile development approaches, rapidly acquiring user input to fulfill feature requests (Santos et al., 2022). However, variations across brands and products in terms of agility and responsiveness introduce uncertainty (Hollebeek et al., 2021). Unpacking these variations represents a gap needing empirical examination. Hence, key digital product attributes like exponentially growing features and accelerated release cycles require greater scholarly attention (Rauschnabel, 2021). As each new generation introduction intensifies complexity and change, it remains unclear how these facets affect navigation and purchase choices. For instance, despite exponential growth in capability layers, no study has directly investigated how information",0.2929296316797575,0.87976193,0.7919922471046448,0.01211654396630927,0.8624905517762662
6,Tables_5731/h11.png," The table shows the results of a study that examined the relationship between knowledge management (KMS) and competitive culture (KS) on quality of care. The results show that there is a positive relationship between KMS and KS, and that both KMS and KS are positively related to quality of care. The study also found that the relationship between KMS and quality of care is moderated by KS. Specifically, the results show that the positive relationship between KMS and quality of care is stronger when KS is high.

In terms of practical implications, the results of this study suggest that healthcare organizations should focus on creating a competitive culture and implementing KMS in order to improve quality of care. The results also suggest that healthcare organizations should focus on creating a culture that values and supports KMS in order to maximize the benefits of KMS on quality of care.","6,""The descriptive statistics for variables used in the study are given in Table 3 below. Additionally, we included dummy variables to indicate type of wearable band (1 for fitness band and 0 for smartwatch), type of connectivity (1 for LTE and 0 for no LTE), type of operating system (1 for Android and 0 for WearOS). We considered Android and WearOS as these two operating systems were the most commonly occurring in the dataset. We also checked for correlation between the independent variables and found no significant multicollinearity among the variables."",,,,",0.24913267658766686,0.72408086,0.8207804560661316,0.42792792792792794,0.8045292920292919
7,Tables_5731/h110.png," The table shows the path coefficients and their significance. The path coefficient is a measure of the strength of the relationship between two variables. The significance value is a measure of the probability that the relationship is due to chance.

All of the path coefficients are significant, which means that the relationships between the variables are not due to chance. This supports all of the hypotheses.","7,""While there are various motivations and triggers to business model innovation, firms often use technologies as key means of achieving business model innovation (Muhic and Bengtsson, 2019). AI can be one of the technologies that underpins business model innovation. A rich stream of research has underpinned existing knowledge of how computing (including machine learning and expert systems) can support human decisions in organizational contexts (see for example Bonczek et al., 1979). There is an equally rich stream of research associated with successful implementation of AI – at least at a technical level (Maragno et al., 2023, Merhi, 2023, Uren and Edwards, 2023).While AI technologies are generally globally available, uptake is non-uniform and the touted exemplars of business model transformation using AI seem to be concentrated in the same few companies, being large multinational companies such as Amazon and IKEA. Furthermore, the current wave of adoption has seen organizations focused primarily on utilizing AI for improving existing business models rather than creating new ones (Deloitte, 2020).The Deloitte (2020) survey identified a set of IS and non-IS capabilities associated with success in AI. Three IS capabilities were identified, the first of these is data. Success at AI is not just about volumes of data, it is about having the right types of data and adequately supported digital processes (Reim et al., 2020). The second IS capability is digital agility, as rapid changes in business models require the ability to scale up and down as well as quickly modify application landscapes, with that adaptability supported and not inhibited by information systems (Grover, 2022). The third IS capability is that of the skills of the technology team themselves (Wamba-Taguimdje et al., 2020). Multiple elements must be in place for successful implementation of AI in an organization including data management as well as having the right domain knowledge and relevant technologies. The Deloitte survey also suggested a critical capability in the non-IS parts of the organization, namely a “digital culture” that enhances organizational ability to pursue change initiatives in parallel with delivering the existing business model.There is limite",0.43154222622845645,0.78682226,0.792611300945282,0.0097235309137269,0.8327891805164533
8,Tables_5731/h112.png," Table 7 reports the mediation effects and their significance. The results show that the indirect effect of IC on ATB through ATS is significant (p = 0.009), as well as the indirect effect of IC on PI through ATS (p = 0.01). The indirect effect of PV on ATB through ATS is also significant (p = 0.01). Furthermore, the indirect effect of HML on ATB through ATS is significant (p = 0.003), as well as the indirect effect of HML on PI through ATS (p = 0.004). Finally, the indirect effect of ASP on PI through ATS is significant (p = 0.021).","8,""The data structure has three aggregate dimensions, each of which are supported by two or more 2nd order themes. The first aggregated dimension is internal behaviors, which reflects the behaviors of the leadership and staff of organizations undergoing business model transformation enabled by AI. This aggregated dimension includes three 2nd order themes: AI-sensitive risk tolerance, proactive leadership, and tech-sensitive innovation culture. The second aggregated dimension is internal capabilities, which refers to the capabilities associated with an organization’s ability to adapt the firm’s resource base (Teece, 2007). This aggregated dimension includes four 2nd order themes: ability to run & change, AI oriented data / IS readiness, market / customer awareness and strategic process strength. The final aggregated dimension is that of external conditions and reflects the fact that organizations do not operate in isolation from competitors and the broader business environment (including regulation and changing social norms). Two 2nd order themes are tied to this aggregated dimension: industry dynamism and opportunity / threat drivers.Table 3 summarizes the resulting theoretical constructs, built through the meshing of data (from the participant comments, reflecting the nuances of the sensitizing concepts in practice) with theory (identified in the sensitizing concepts described in the research model). These theoretical constructs will hereafter be referred to as factors."",,,,",0.25747190644623863,0.6706626,0.7931681871414185,0.16322995070912583,0.8449224386724388
9,Tables_5731/h113.png," The table shows the results of the predictive power assessment using the PLS-SEM model and the linear model. The Q2_predict column shows the predictive power of each item for the PLS-SEM model, while the RMSE column shows the root mean square error for each item for both models.

The results show that the PLS-SEM model has a higher predictive power than the linear model for all items. This is because the PLS-SEM model takes into account the relationships between the items, while the linear model does not.","9,""The applicability check was structured around obtaining feedback from three specific cohorts: executives (senior practitioners – typically C-suite or a direct report thereof - that are involved in business model transformation initiatives), advisors (senior management consultant professionals - typically at the partner level - that support executives in their business model transformation initiatives) and practice-oriented researchers (many of which have 10 + years industry experience). Some of the participants of study 1 also participated in study 2 in the “executive cohort”. These three cohorts were selected as each cohort would bring a different and complimentary perspective to the question of applicability of the findings in study 1. In total, 14 participants were engaged in the applicability check process, as outlined in Table 5.Each focus group was conducted by one or more members of the author group. Each member of the author group participated in at least two sessions, and the lead author participated in all sessions, including the initial pilot session. The sessions were approximately one hour in duration and conducted via Zoom with Zoom recording functionality enabled."",,,,",0.33968611701663587,0.77974665,0.813339352607727,0.17096262179648303,0.8589427813565742
